titre_commentaire,commentaire,Date_Avis,Ville,Pays,Date_Sejour,Note,Photo,langue
"['hôtel', 'qualité', 'service', 'laissant', 'désirer']","['hôtel', 'très', 'bien', 'refait', 'service', 'laissant', 'franchement', 'désirer', 'aucune', 'solution', 'trouvée', 'changer', 'avant', 'heure', 'disponibilité', 'chambre', 'service', 'réservation', 'restaurant', 'non', 'fonctionnel', 'réponse', 'réception', 'débrouiller', 'seul', 'climatisation', 'cassée', 'dernier', 'soir', 'malgré', 'trois', 'visites', 'réception', 'aucune', 'solution', 'trouvée', 'lorsque', 'avon', 'signalé', 'incident', 'lendemain', 'aucune', 'trace', 'demandes', 'invité', 'faire', 'réclamation', 'ligne', 'aucun', 'suivi', 'celleci', 'évidemment', 'semble', 'oublier', 'visiteurs', 'aussi', 'personnes']",sept 2021,None, None,août 2021,3,no,fr
"['bel', 'hôtel', 'très', 'bien', 'situé']","['super', 'hôtel', 'évidemment', 'récemment', 'rénové', 'intelligent', 'propre', 'personnel', 'sympathique', 'minute', 'pied', 'parcs', 'chambres', 'trop', 'thématiques', 'cela', 'être', 'merveilleux', 'gratuits', 'cela', 'bonne', 'idée', 'lit', 'assez', 'court', 'six', 'pieds']",sept 2021,Milton Keynes, Royaume-Uni,septembre 2021,4,no,en
"['séjour', 'tout', 'point', 'magique']","['revenons', 'tout', 'juste', 'séjour', 'deux', 'nuits', 'hôtel', 'new', 'york', 'the', 'art', 'séjour', 'magique', 'bout', 'bout', 'réservé', 'chambre', 'empire', 'state', 'club', 'avon', 'chance', 'être', 'surclassés', 'superhero', 'suite', 'huitième', 'étage', 'chambre', 'pourvue', 'grand', 'lit', 'double', 'salon', 'canapé', 'lit', 'magnifique', 'décoration', 'thématique', 'fois', 'présente', 'sans', 'être', 'excessive', 'rouge', 'noir', 'beige', 'blanc', 'harmonieux', 'salle', 'bain', 'possède', 'baignoire', 'jacuzzi', 'pourvue', 'jeu', 'lumière', 'beaucoup', 'amusés', 'vue', 'depuis', 'huitième', 'étage', 'donnant', 'plutôt', 'arrière', 'hôtel', 'donc', 'parking', 'permet', 'apercevoir', 'hyper', 'space', 'mountain', 'château', 'belle', 'bois', 'dormant', 'avon', 'bénéficié', 'de…']",sept 2021,None, None,septembre 2021,5,yes,fr
"['hôtel', 'excellent']","['avon', 'passé', 'nuit', 'cet', 'hôtel', 'magnifique', 'thème', 'parfait', 'fan', 'totalement', 'immersif', 'merci', 'frédéric', 'réception', 'dévouement', 'tina', 'suite', 'spiderman', 'vue', 'impressionnante', 'lac', 'village', 'nair', 'avoir', 'fait', 'visiter', 'commenté', 'nombreux', 'tableau', 'oeuvre', 'présentes', 'réception', 'hôtel', 'enfin', 'merci', 'toutes', 'équipes', 'gentillesse', 'dévouement', 'rendre', 'séjour', 'plus', 'agréable', 'possible', 'castcompliment', 'disneylandparis']",sept 2021,La Roche-sur-Yon, France,septembre 2021,5,no,fr
['top'],"['hôtel', 'superbement', 'rénové', 'sou', 'thème', 'fan', 'non', 'allez', 'sans', 'hésiter', 'personnel', 'serviable', 'chambre', 'superbes', 'propres', 'concept', 'bien', 'pensé', 'piscine', 'chauffée', 'agréable']",sept 2021,Châteauroux, France,août 2021,5,yes,fr
"['installation', 'emplacement', 'parfait']","['hôtel', 'magnifique', 'emplacement', 'très', 'bon', 'personnel', 'général', 'super', 'attentionné', 'sympathique', 'nourriture', 'mauvaise', 'limite', 'très', 'mauvais', 'tendance', 'générale', 'disneyune', 'suggestion', 'hôtel', 'difficile', 'avoir', 'peu', 'plus', 'goût', 'lors', 'préparation', 'menu', 'surtout', 'enfants', 'dont', 'certains', 'habitude', 'manger', 'sainement', 'bien', 'félicitations', 'employés', 'hôtel', 'traitement', 'magnifique', 'patience']",sept 2021,None, None,septembre 2021,4,yes,es
"['moderne', 'fun', 'véritable', 'hôtel', 'hôtel', 'aussi', 'destination']","['hôtel', 'moderne', 'propre', 'amusant', 'hôtel', 'destination…', 'femme', 'enfant', 'passé', 'nuits', 'ici', 'quel', 'endroit', 'fabuleux', 'chambres', 'spacieuses', 'installation', 'modernes', 'grande', 'sensation', 'propreté', 'très', 'rassurante', 'début', 'appréciez', 'tout', 'fait', 'échelle', 'endroit', 'grand', 'superbes', 'boutique', 'restos', 'bar', 'piscine', 'incroyable', 'activités', 'amusantes', 'plus', 'petits', 'super', 'ambiance', 'musique', 'air', 'parfumé', 'bourdonnement', 'gen', 'heureux', 'partout', 'quand', 'occupés', 'membres', 'équipe', 'motivés', 'enthousiastes', 'partout', 'font', 'vraiment', 'différence', 'thème', 'génial', 'somme', 'fan', 'avon', 'vraiment', 'apprécié', 'station', 'superhéros', 'géniale', 'préparez', 'caméras', 'œuvre', 'art', 'vrai', 'régal', 'nonamateurs', 'vraiment', 'bonne']",sept 2021,None, None,août 2021,5,yes,en
['wow'],"['première', 'expérience', 'paris', 'concierge', 'réception', 'empire', 'state', 'club', 'personnel', 'absolument', 'incroyable', 'très', 'gentil', 'informatif', 'avon', 'dit', 'nair', 'rendions', 'visite', 'parce', 'lune', 'miel', 'fait', 'décorer', 'chambre', 'tout', 'monde', 'gentil', 'merci', 'accueillir', 'propre', 'très', 'proche', 'excellents', 'restaurant', 'piscine', 'incroyable', 'bel', 'art', 'lit', 'confortables', 'puisje', 'dire', 'plus', 'nombreux', 'hôtels', 'étatsunis', 'celuici', 'définitivement', 'top', 'deux']",sept 2021,None, None,août 2021,5,yes,en
"['très', 'bel', 'hôtel', 'personnel', 'très', 'sympathique', 'nourriture', 'médiocre']","['bel', 'hôtel', 'neuf', 'belle', 'chambres', 'très', 'très', 'cher', 'réservé', 'chambre', 'empire', 'state', 'club', 'accueil', 'royal', 'bagages', 'pris', 'charge', 'immédiatement', 'buvez', 'réception', 'aide', 'très', 'sympathique', 'expérience', 'très', 'positive', 'parcs', 'très', 'proches', 'hôtel', 'délicieux', 'petit', 'déjeuner', 'également', 'très', 'agréable', 'raison', 'mesures', 'corona', 'tout', 'apporté', 'table', 'personnel', 'très', 'sympathique', 'rarement', 'sent', 'aussi', 'bien', 'accueilli', 'lors', 'goûter', 'aprèsmidi', 'empire', 'state', 'club', 'lounge', 'plus', 'comme', 'petit', 'high', 'tea', 'gratuit', 'client', 'club', 'partir', 'fortement', 'recommandé', 'vraiment', 'choyé', 'làbas', 'surtout', 'service', 'personnel', 'amical', 'mohammed', 'fait', 'sourire', 'revenir', 'plat', 'spéciaux', 'devez…']",août 2022,None, None,août 2021,4,no,nl
"['princesse', 'sauvé']","['revenons', 'weekend', 'hotel', 'fan', 'super', 'héros', 'tout', 'personnel', 'top', 'service', 'petit', 'dejrestoboutique', 'parcs', 'mention', 'spéciale', 'gouvernante', 'france', 'sauvé', 'séjour', 'louloutte', 'gros', 'accident', 'chocolat', 'chaud', 'robe', 'princesse', 'pensait', 'irrécupérable', 'démenée', 'trouver', 'pressing', 'week', 'rendre', 'robe', 'comme', 'neuve', 'princesse', 'avon', 'passé', 'deux', 'jours', 'folie', 'prestations', 'topencore', 'grand', 'merci', 'toutes', 'équipes']",août 2022,None, None,août 2021,5,yes,fr
"['très', 'bon', 'hôtel']","['hôtel', 'refait', 'neuf', 'immersion', 'monde', 'immédiat', 'chambres', 'restaurant', 'hôtel', 'décorés', 'perfection', 'seule', 'ombre', 'tableau', 'skyline', 'bar', 'décoration', 'parfaite', 'accueil', 'autre', 'histoire', 'avon', 'placé', 'milieu', 'salle', 'personne', 'occupe', 'lorsque', 'interpellons', 'serveuse', 'indique', 'faisons', 'partie', 'partie', 'salle', 'finir', 'avon', 'aller', 'bar', 'serveur', 'daigne', 'déplacer', 'ramener', 'cocktail', 'glace', 'déjà', 'fondue', 'somme', 'très', 'déçu', 'accueil']",août 2022,None, None,août 2021,5,yes,fr
"['pire', 'hôtel']","['nourriture', 'horrible', 'service', 'horrible', 'trop', 'cher', 'vaut', 'coup', 'personnel', 'plupart', 'arrogant', 'cependant', 'quelques', 'membres', 'personnel', 'adorables', 'chambres', 'nettoyées', 'elles', 'feront', 'lit']",août 2022,None, None,août 2021,1,no,en
"['cher', 'prestations']","['séjour', 'deux', 'jours', 'nuit', 'hôtel', 'décoration', 'belle', 'personnel', 'sympathique', 'comme', 'tous', 'hôtels', 'faits', 'jusqu', 'présent', 'plus', 'moins', 'cependant', 'chambres', 'prix', 'laissent', 'désirer', 'lit', 'petits', 'taille', 'hôtels', 'prix', 'ménage', 'top', 'finitions', 'faites', 'vite', 'tache', 'peinture', 'carrelages', 'salle', 'bains', 'plinthes', 'toilette', 'salle', 'bain', 'aucune', 'vue', 'chambre', 'mise', 'part', 'toits', 'part', 'aucune', 'intention', 'particulière', 'lors', 'séjour', 'cadeaux', 'bienvenue', 'chambre', 'prix', 'retourneront', 'cet', 'hôtel', 'prochain', 'séjour']",août 2022,None, None,août 2021,3,no,fr
"['super', 'hôtel']","['premier', 'séjour', 'hôtel', 'new', 'art', 'séjourné', 'plusieurs', 'hôtels', 'différents', 'place', 'auparavant', 'doi', 'dire', 'celuici', 'loin', 'meilleur', 'service', 'arrivée', 'départ', 'parfait', 'nourriture', 'restaurant', 'qualité', 'supérieure', 'petit', 'déjeuner', 'buffet', 'bien', 'nourris', 'sans', 'longues', 'interruption', 'service', 'avon', 'dîné', 'restaurant', 'centreville', 'après', 'avoir', 'commandé', 'gâteau', 'anniversaire', 'personnel', 'vraiment', 'rendu', 'journée', 'jeunes', 'garçons', 'merci', 'spécial', 'kevin', 'surpassé', 'écoute', 'qualité', 'service', 'piscine', 'intérieure', 'extérieure', 'température', 'confortable', 'propre', 'spacieuse', 'peu', 'profond', 'alors', 'conscient', 'petits', 'enfants', 'beaucoup', 'sauveteurs', 'sauveteurs', 'emplacement', 'super', 'quelques', 'village', 'expérience', 'œuvre', 'art', 'héros', 'était…']",août 2022,Dublin,None,août 2021,5,no,en
"['très', 'bel', 'hôtel']","['enfants', 'fan', 'bon', 'endroit', 'commencer', 'personnel', 'remarquable', 'très', 'professionnel', 'service', 'réception', 'privée', 'salle', 'repos', 'tea', 'time', 'somme', 'déçu', 'prestation', 'restaurant', 'buffet', 'volonté', 'italien', 'très', 'bon', 'décoration', 'cet', 'hôtel', 'juste', 'époustouflante', 'passionné', 'petite', 'attention', 'cadeaux', 'tous', 'jours', 'chambres', 'faites', 'régulièrement', 'chaque', 'jour', 'piscine', 'top', 'enfants', 'pied', 'brassard', 'ceinture', 'dispo', 'très', 'bon', 'séjour', 'vraiment', 'merci', 'personnel']",août 2022,None, None,août 2021,4,yes,fr
"['hôtel', 'service', 'digne', 'disneyland', 'hôtel']","['avon', 'conquis', 'hôtel', 'service', 'digne', 'disneyland', 'hôtel', 'avon', 'grand', 'professionnalisme', 'personnel', 'chambres', 'grandes', 'modernes', 'grandes', 'serviette', 'envelopper', 'corp', 'sortie', 'bain', 'immense', 'lumières', 'partout', 'service', 'top', 'chambre', 'faite', 'plusieurs', 'fois', 'jour', 'agréables', 'attention', 'soir', 'lit', 'prestations', 'hôtel', 'piscine', 'très', 'bien', 'avon', 'emballés', 'bar', 'restaurant', 'grand', 'moment', 'plaisir', 'apprécié', 'formule', 'volonté', 'permis', 'déguster', 'agréablement', 'différentes', 'saveurs', 'plat', 'point', 'photo', 'spiderman', 'autres', 'station', 'très', 'bien', 'aussi', 'avon', 'regretté', 'toutefois', 'certaines', 'choses', 'porte…']",août 2022,france,None,août 2021,5,no,fr
['top'],"['réservation', 'chambre', 'empire', 'state', 'club', 'réception', 'top', 'individuel', 'salon', 'privatif', 'avon', 'abord', 'droit', 'rafraîchissement', 'afin', 'attendre', 'personne', 'dispo', 'tout', 'prêt', 'trouvé', 'réservations', 'restaurant', 'manhattan', 'pourtant', 'complet', 'personne', 'fait', 'enregistrement', 'accompagné', 'chambre', 'chambre', 'magnifique', 'vraiment', 'très', 'agréable', 'lit', 'top', 'vue', 'lac', 'parfaite', 'service', 'hôtel', 'impeccables', 'employés', 'très', 'sympathiques', 'plusieurs', 'petit', 'cadeaux', 'chambre', 'matelas', 'hyper', 'confortables', 'piscine', 'top', 'détendre', 'après', 'journée', 'petits', 'déjeuners', 'pris', 'salon', 'part', 'services…']",août 2022,Mauvaisin, France,août 2021,5,yes,fr
"['tres', 'bien']","['anniversaire', 'fils', 'réservé', 'acceuil', 'etait', 'tres', 'bien', 'malgré', 'beaucoup', 'monde', 'chambre', 'décoré', 'thème', 'service', 'bagagerie', 'chargé', 'monter', 'valise', 'offert', 'tableau', 'cocktail', 'sans', 'alcools', 'meme', 'service', 'voiturie', 'chambre', 'très', 'bien', 'équipé', 'très', 'bonne', 'literie', 'très', 'confortable', 'salle', 'bain', 'très', 'propre', 'chambre', 'bien', 'insonorisée', 'depuis', 'renovation', 'hotel', 'tres', 'bien', 'tres', 'design', 'tres', 'calme', 'niveau', 'chambres', 'ensemble', 'hotel', 'fils', 'etait', 'tres', 'content', 'prendre', 'photo', 'spider', 'man', 'hôtel', 'aussi', 'ailleurs']",août 2022,Belgique,None,août 2021,4,no,fr
"['incroyable', 'surprise']","['connaissant', 'hotel', 'new', 'york', 'avant', 'rénovation', 'autant', 'trouvais', 'froid', 'sombre', 'autant', 'bluffée', 'hall', 'tellement', 'lumineux', 'surprise', 'attendent', 'hall', 'hôtel', 'super', 'bien', 'agencé', 'peut', 'perdre', 'indication', 'très', 'claires', 'rencontre', 'spiderman', 'juste', 'géniale', 'faut', 'réserver', 'contre', 'restaurant', 'superbes', 'chambre', 'outre', 'fait', 'vraiment', 'plus', 'rien', 'voir', 'ancienne', 'déco', 'design', 'chic', 'lampes', 'près', 'lit', 'tellement', 'originales', 'sans', 'compter', 'télé', 'miroir', 'salle', 'bain', 'très', 'fonctionnelle', 'fois', 'coutume', 'séparés', 'porte', 'cerise', 'gâteau', 'prises', 'port', 'usb', 'partout…']",août 2022,Crepy-en-Valois, France,août 2021,5,no,fr
['marvelous'],"['expérience', 'unique', 'chemin', 'entre', 'hôtel', 'luxe', 'musée', 'art', 'moderne', 'new', 'york', 'the', 'art', 'après', 'profonde', 'réhabilitation', 'véritable', 'œuvre', 'art', 'thématique', 'newyorkaise', 'toujours', 'bien', 'présente', 'touche', 'hyper', 'graphique', 'sans', 'tomber', 'too', 'much', 'luxueux', 'élégant', 'voilà', 'qualificatifs', 'retenir', 'quant', 'service', 'digne', 'standard', 'attendus', 'prétentions', 'nouvel', 'hôtel', 'souhaite', 'imposer', 'magie', 'toujours', 'oui', 'ambiance', 'volonté', 'haut', 'standing', 'assumées', 'seule', 'envie', 'retourner']",août 2022,Verdun, France,juillet 2021,5,no,fr
"['anniversaire', 'fils']","['anniversaire', 'fils', 'réservé', 'semaine', 'chambre', 'terrasse', 'peine', 'arrivé', 'service', 'bagagerie', 'chargé', 'monter', 'valise', 'offert', 'tableau', 'cocktail', 'sans', 'alcools', 'avon', 'très', 'bien', 'accueilli', 'chambre', 'décoré', 'thème', 'ballon', 'guirlandegâteau', 'avon', 'appel', 'téléphonique', 'part', 'mickey', 'souhaiter', 'bon', 'anniversaire', 'fils', 'émerveillé', 'chambre', 'très', 'bien', 'équipé', 'très', 'bonne', 'literie', 'très', 'confortable', 'salle', 'bain', 'très', 'propre', 'télévision', 'très', 'chic', 'intégrée', 'conciergerie', 'toujours', 'petit', 'soin', 'notamment', 'restaurant', 'oublié', 'réserver', 'minute', 'table', 'tous', 'soirs', 'restaurant…']",août 2022,None, None,août 2021,5,yes,fr
['catastrophe'],"['arrivé', 'demandons', 'comme', 'celà', 'indiqué', 'téléphone', 'place', 'restaurant', 'hôtel', 'client', 'hôtel', 'attendions', 'étre', 'prioritaire', 'non', 'client', 'bien', 'tout', 'certain', 'nicolaï', 'conciergerie', 'indiqué', 'froideur', 'totalement', 'hors', 'contexte', 'mentis', 'téléphone', 'devions', 'débrouiller', 'manger', 'soir', 'jumelles', 'demi', 'super', 'après', 'journée', 'bien', 'remplie', 'rentrons', 'hôtel', 'demandons', 'trouve', 'chambre', 'car', 'tout', 'très', 'mal', 'indiqué', 'employé', 'dit', 'doit', 'activer', 'carte', 'avant', 'fait', 'grosse', 'boulette', 'plante', 'système', 'dires', 'conclusion', 'minute', 'attente', 'heures', 'fille', 'allongées', 'terre', 'une…']",août 2022,None, None,août 2021,1,no,fr
['top'],"['avon', 'chance', 'passer', 'nuits', 'lors', 'séjour', 'très', 'bel', 'hôtel', 'ensemble', 'cast', 'member', 'vraiment', 'très', 'sympathiques', 'serviables', 'mention', 'spéciale', 'léna', 'skyline', 'chambre', 'dont', 'bénéficiée', 'très', 'chouette', 'handicapée', 'très', 'fonctionnelle', 'plus', 'être', 'joliment', 'décorée', 'bref', 'très', 'dur', 'partir', 'reviendrons']",août 2022,Bagnols-sur-Cèze, France,août 2021,5,no,fr
['fantastique'],"['hôtel', 'rénové', 'voit', 'spacieux', 'très', 'pratique', 'entrée', 'parcs', 'village', 'personnel', 'très', 'gentil', 'très', 'serviable', 'bonne', 'salle', 'gym', 'piscine', 'restaurant', 'bar', 'intérieur', 'bonne', 'qualité', 'tout', 'comme', 'petitdéjeuner', 'occasion', 'prendre', 'photo', 'souvenir', 'personnages', 'salon', 'aprèsmidi', 'collation', 'excellents', 'retourner']",août 2022,Pietra Ligure, Italie,juillet 2021,5,no,it
"['sublime', 'hôtel', 'très', 'haute', 'qualité']","['avon', 'passé', 'excellent', 'moment', 'famille', 'sublime', 'hôtel', 'tous', 'membres', 'petits', 'soins', 'chambre', 'parfaite', 'belle', 'propre', 'super', 'literie', 'déco', 'magnifique', 'restaurant', 'manhattan', 'majestueux', 'cuisine', 'excellente', 'goût', 'bons', 'produits', 'frais', 'assiettes', 'très', 'bien', 'présentées', 'aimé', 'expériences', 'photo', 'ambiances…', 'triste', 'partir', 'vite', 'revenir', 'famille', 'amis', 'puissent', 'découvrir', 'fabuleux', 'endroit', 'demipension', 'idéal', 'petitdéjeuner', 'tomber', 'franchement', 'plus', 'beau', 'hôtel', 'fait', 'pourtant', 'fait', 'plusieurs', 'celuilà', 'vraiment', 'part…', 'bravo', 'design']",août 2022,None, None,août 2021,5,yes,fr
"['super', 'reviendrons']","['avon', 'passé', 'très', 'bon', 'séjour', 'cet', 'hôtel', 'chambre', 'jolie', 'propre', 'literie', 'très', 'confortable', 'couloirs', 'magnifiques', 'œuvres', 'art', 'unique', 'partout', 'très', 'réussi', 'hall', 'hôtel', 'transporte', 'directement', 'univers', 'fils', 'anges', 'personnel', 'petits', 'soins', 'mention', 'spéciale', 'service', 'petit', 'déjeuner', 'fils', 'malade', 'cœliaque', 'serveur', 'occupé', 'tout', 'long', 'proposer', 'choses', 'sans', 'gluten', 'merci', 'seule', 'petite', 'déception', 'avoir', 'douche', 'non', 'baignoire', 'affaire', 'goût']",août 2022,None, None,juillet 2021,5,yes,fr
"['hôtel', 'grandiose']","['quel', 'superbe', 'hôtel', 'séjourné', 'deux', 'nuits', 'suite', 'présidentielle', 'infinity', 'merveille', 'vue', 'incroyable', 'personnel', 'petits', 'soins', 'qualité', 'service', 'bagagiste', 'encadrants', 'digne', 'grand', 'palace', 'parisiens', 'merci', 'christina', 'disponibilité', 'professionnalisme', 'eddy', 'service', 'bagage', 'stephane', 'cyril', 'etc', 'oublie', 'mohamed', 'service', 'brunch', 'llste', 'longuetellement', 'qualite', 'omniprésente', 'top', 'topa', 'tres', 'bientot', 'armanclient', 'août', 'suite', 'présidentielle']",août 2022,None, None,août 2021,5,no,fr
"['manque', 'considération']","['chambres', 'confortables', 'elles', 'justifient', 'cependant', 'nouveau', 'tarif', 'autant', 'nouvelle', 'déco', 'ravira', 'fan', 'dire', 'ailleurs', 'bar', 'hôtel', 'plus', 'gros', 'ratage', 'rénovation', 'cadre', 'impersonnel', 'juste', 'trois', 'écrans', 'donnant', 'illusion', 'être', 'sommet', 'gratteciel', 'newyork', 'style', 'avenger', 'plus', 'vécu', 'mauvaise', 'expérience', 'quant', 'accueil', 'entrée', 'refusée', 'car', 'six', 'personnes', 'famille', 'esprit', 'fait', 'comble', 'hésité', 'rédiger', 'plainte', 'mail', 'réponse', 'reçue', 'trois', 'semaines', 'plus', 'tard', 'pathétique', 'jugez', 'vousmême', 'disneyland®', 'paris', 'août', 'avon', 'bien', 'reçu', 'courrier', 'remercions', 'déplorons…']",août 2022,Nivelles,None,juillet 2021,1,no,fr
